Token	Repeticiones	#Documentos	IDF
adr	2	2	2.403121
adra	3	3	2.227029
adress	3	1	2.704151
adressa	1	1	2.704151
adria	1	1	2.704151
adriai	1	1	2.704151
adrian	4	4	2.102091
adrien	1	1	2.704151
adrienne	2	1	2.704151
ads	9	8	1.801061
adscapes	4	2	2.403121
adscendency	1	1	2.704151
adsnet	10	5	2.005181
adta	23	15	1.528059
adtabe	1	1	2.704151
adtak	24	17	1.473702
adtalehetosegekkel	1	1	2.704151
adtam	1	1	2.704151
adtran	3	3	2.227029
adtunk	6	4	2.102091
adubrovnik	1	1	2.704151
adult	51	17	1.473702
adultcheck	1	1	2.704151
adultery	3	3	2.227029
adulthood	4	3	2.227029
adults	47	17	1.473702
adunk	3	3	2.227029
adv	1	1	2.704151
adva	4	3	2.227029
advacom	1	1	2.704151
advalue	2	2	2.403121
advance	24	19	1.425397
advanced	42	32	1.199001
advancement	9	7	1.859052
advancements	2	2	2.403121
advances	14	13	1.590207
advancing	6	6	1.925999
advantage	40	32	1.199001
advantaged	1	1	2.704151
advantageous	5	4	2.102091
advantages	64	33	1.185637
advantis	5	4	2.102091
advcat	1	1	2.704151
advection	2	1	2.704151
advent	22	19	1.425397
advents	1	1	2.704151
adventure	14	4	2.102091
adventures	13	8	1.801061
adventurous	2	2	2.403121
adversarial	2	2	2.403121
adversary	1	1	2.704151
adverse	7	6	1.925999
adversely	2	2	2.403121
adverso	1	1	2.704151
adversos	2	1	2.704151
advertise	1	1	2.704151
advertisement	5	3	2.227029
advertisements	13	10	1.704151
advertiser	1	1	2.704151
advertisers	2	2	2.403121
advertising	53	19	1.425397
advertisor	1	1	2.704151
advice	37	17	1.473702
advisability	3	3	2.227029
advisable	3	3	2.227029
advise	6	6	1.925999
advised	5	4	2.102091
adviser	14	9	1.749908
advisers	11	4	2.102091
advises	5	3	2.227029
advising	5	5	2.005181
advisor	10	9	1.749908
advisories	1	1	2.704151
advisors	4	4	2.102091
advisory	13	7	1.859052
advmar	1	1	2.704151
advn	2	2	2.403121
advocacy	21	16	1.500031
advocate	4	4	2.102091
advocated	2	2	2.403121
advocates	16	12	1.624969
advocating	1	1	2.704151
advsyscon	1	1	2.704151
advtech	2	2	2.403121
advtel	2	2	2.403121
ady	5	2	2.403121
adyacentes	1	1	2.704151
adyliget	2	1	2.704151
ae	27	6	1.925999
aea	11	5	2.005181
aebekefenntartoo	1	1	2.704151
aec	2	2	2.403121
aecd	4	4	2.102091
aecl	15	5	2.005181
aecom	3	3	2.227029
aed	2	2	2.403121
aedinasztiaito	1	1	2.704151
aeegy	1	1	2.704151
aefelszabaditotto	1	1	2.704151
aegis	1	1	2.704151
aei	4	4	2.102091
aeibpa	1	1	2.704151
ael	1	1	2.704151
aelott	1	1	2.704151
aemaskentgondolkozasohoz	1	1	2.704151
aemegvalosultszocializmuso	1	1	2.704151
aeneas	4	3	2.227029
aeneid	10	5	2.005181
aeordas	1	1	2.704151
aerendszervaltaso	1	1	2.704151
aerial	4	4	2.102091
aero	13	5	2.005181
aerocombustible	1	1	2.704151
aerocombustibles	1	1	2.704151
aerodynamic	1	1	2.704151
aeron	1	1	2.704151
aeronautical	1	1	2.704151
aeronautics	8	6	1.925999
aeroplane	1	1	2.704151
aeropuertos	1	1	2.704151
aerospace	8	6	1.925999
aes	4	3	2.227029
aeschylus	4	3	2.227029
aesop	28	4	2.102091
aestaley	1	1	2.704151
aesthetic	9	7	1.859052
aesthetics	3	3	2.227029
aeszakertoinekocsalard	1	1	2.704151
aeszocialista	1	1	2.704151
aetc	5	4	2.102091
aethetc	1	1	2.704151
aetn	2	2	2.403121
aevilagallamo	1	1	2.704151
aevisszahoztao	1	1	2.704151
aexp	1	1	2.704151
af	214	8	1.801061
afa	2	2	2.403121
afalvakat	1	1	2.704151
afarkas	1	1	2.704151
afasisztoid	1	1	2.704151
afb	3	2	2.403121
afc	1	1	2.704151
afce	2	2	2.403121
afebruarban	1	1	2.704151
afectadas	1	1	2.704151
afectan	1	1	2.704151
afectar	1	1	2.704151
afectaron	1	1	2.704151
afegyelem	1	1	2.704151
afeh	1	1	2.704151
afeher	1	1	2.704151
afejlesztes	1	1	2.704151
afejteget	1	1	2.704151
afejuket	1	1	2.704151
afeketegazdasag	3	2	2.403121
afeketegazdasaggal	1	1	2.704151
afelelem	1	1	2.704151
afelelosseg	1	1	2.704151
afeleseguknek	1	1	2.704151
afelhaborodas	1	1	2.704151
afelsooktatasban	1	1	2.704151
afeltamadasnak	1	1	2.704151
afeltetele	1	1	2.704151
afelvideken	1	1	2.704151
afent	3	3	2.227029
aferfiak	1	1	2.704151
afesztivalzenekar	1	1	2.704151
afeszty	1	1	2.704151
affact	1	1	2.704151
affair	6	5	2.005181
affairs	61	38	1.124367
affairsminister	1	1	2.704151
affect	63	42	1.080901
affected	39	32	1.199001
affecting	30	24	1.323939
affection	1	1	2.704151
affectionately	1	1	2.704151
affects	36	28	1.256992
affele	3	3	2.227029
affidavit	3	3	2.227029
affiliate	1	1	2.704151
affiliated	2	2	2.403121
affiliateof	1	1	2.704151
affiliates	3	2	2.403121
affiliation	4	4	2.102091
affinity	1	1	2.704151
affirm	6	3	2.227029
affirmance	2	1	2.704151
affirmative	18	9	1.749908
affirmatively	1	1	2.704151
affirmed	6	4	2.102091
affirming	2	1	2.704151
affixed	2	2	2.403121
afflicted	2	2	2.403121
affliction	3	2	2.403121
afflicts	1	1	2.704151
affluence	3	3	2.227029
affluent	1	1	2.704151
afford	8	6	1.925999
affordable	19	7	1.859052
afforded	4	4	2.102091
affords	1	1	2.704151
affrc	4	2	2.403121
affymax	2	2	2.403121
affymetrix	2	2	2.403121
afgan	1	1	2.704151
afganisztanban	1	1	2.704151
afganokat	1	1	2.704151
afghan	1	1	2.704151
afghanistan	11	5	2.005181
afianzar	1	1	2.704151
afiatal	1	1	2.704151
afiatalkoruak	1	1	2.704151
aficionado	1	1	2.704151
afidesz	2	2	2.403121
afigyelemfelkelto	1	1	2.704151
afigyelmet	2	2	2.403121
afiliada	1	1	2.704151
afines	1	1	2.704151
afinity	1	1	2.704151
afinnekhez	1	1	2.704151
afirm	1	1	2.704151
afirmar	1	1	2.704151
afirmativo	1	1	2.704151
afirst	1	1	2.704151
afit	4	4	2.102091
afive	1	1	2.704151
afixed	1	1	2.704151
afkgp	1	1	2.704151
afl	5	2	2.403121
afm	1	1	2.704151
afn	537	97	0.717379
afo	1	1	2.704151
afogaszat	1	1	2.704151
afogyasztas	1	1	2.704151
afolyamatos	1	1	2.704151
aforementioned	1	1	2.704151
afoszereplo	1	1	2.704151
afoul	1	1	2.704151
afovarosi	2	2	2.403121
afp	29	19	1.425397
afpreported	1	1	2.704151
afraid	7	5	2.005181
afrakcionak	1	1	2.704151
afrakciovezetoi	1	1	2.704151
afranciak	1	1	2.704151
africa	61	31	1.212789
african	59	21	1.381931
afrika	1	1	2.704151
afrikaban	1	1	2.704151
afrikai	2	2	2.403121
afrikaies	1	1	2.704151
afro	6	3	2.227029
afrontar	1	1	2.704151
afrontrol	1	1	2.704151
afsc	3	3	2.227029
afsg	1	1	2.704151
aftenposten	5	5	2.005181
after	357	130	0.590207
aftercare	1	1	2.704151
afterlife	4	1	2.704151
aftermath	15	11	1.662758
afternet	2	2	2.403121
afternoon	6	6	1.925999
afterward	1	1	2.704151
afterwards	1	1	2.704151
aftonbladet	2	2	2.403121
afts	1	1	2.704151
afueggetlensegnek	1	1	2.704151
afuera	4	2	2.403121
afuggetlen	1	1	2.704151
afulet	1	1	2.704151
afuture	1	1	2.704151
ag	47	14	1.558022
agaarauaaexa	1	1	2.704151
agabansincs	1	1	2.704151
agadm	3	3	2.227029
again	41	30	1.227029
against	328	114	0.647246
againsthumanity	1	1	2.704151
againstpresident	1	1	2.704151
agalszecsy	2	1	2.704151
agalt	1	1	2.704151
agamemnon	5	2	2.403121
agames	1	1	2.704151
agapova	2	2	2.403121
agar	3	1	2.704151
agara	1	1	2.704151
agat	1	1	2.704151
agate	5	5	2.005181
agatha	1	1	2.704151
agathon	1	1	2.704151
agattak	1	1	2.704151
agazat	3	3	2.227029
agazatban	1	1	2.704151
agazatok	1	1	2.704151
agazatokban	1	1	2.704151
agazdasag	1	1	2.704151
agazdasagban	1	1	2.704151
agazdasagi	2	1	2.704151
agazdasagot	1	1	2.704151
agazolaje	1	1	2.704151
agc	1	1	2.704151
agchem	1	1	2.704151
agcom	1	1	2.704151
agcomed	1	1	2.704151
agcomp	1	1	2.704151
agcs	3	3	2.227029
age	210	61	0.918821
agec	2	2	2.403121
agecon	2	2	2.403121
aged	13	6	1.925999
agee	2	2	2.403121
agen	4	3	2.227029
agencies	99	48	1.022909
agency	143	56	0.955962
agenda	15	10	1.704151
agendas	1	1	2.704151
agent	66	27	1.272787
agents	71	20	1.403121
agentur	1	1	2.704151
agenzia	1	1	2.704151
ageostrophic	1	1	2.704151
ager	2	2	2.403121
ages	25	19	1.425397
agforbes	2	2	2.403121
agg	2	2	2.403121
aggaly	1	1	2.704151
aggalyaikat	1	1	2.704151
aggalyos	1	1	2.704151
aggalyosnak	3	3	2.227029
aggastyanig	1	1	2.704151
aggasztja	2	1	2.704151
aggasztotta	1	1	2.704151
aggatjak	1	1	2.704151
aggodalmainak	1	1	2.704151
aggodalmait	1	1	2.704151
aggodalmaskodnak	1	1	2.704151
aggodalmat	2	2	2.403121
aggodalmuknak	2	2	2.403121
aggodalmunk	1	1	2.704151
aggodas	1	1	2.704151
aggodik	2	2	2.403121
aggodnak	1	1	2.704151
aggodva	2	2	2.403121
aggravate	1	1	2.704151
aggravated	19	4	2.102091
aggregates	2	2	2.403121
aggression	6	4	2.102091
aggressive	6	5	2.005181
aggressively	1	1	2.704151
aggressor	2	2	2.403121
aggressziv	1	1	2.704151
aggresszivabb	1	1	2.704151
aggrieved	1	1	2.704151
agh	3	3	2.227029
aghekat	2	2	2.403121
agibc	1	1	2.704151
agilizar	1	1	2.704151
agincourt	1	1	2.704151
aging	14	8	1.801061
agip	1	1	2.704151
agis	2	2	2.403121
agitaciot	1	1	2.704151
agitans	1	1	2.704151
agitate	1	1	2.704151
agitated	1	1	2.704151
agitation	1	1	2.704151
aglab	1	1	2.704151
agliano	1	1	2.704151
aglobalis	1	1	2.704151
agmarley	1	1	2.704151
agn	3	3	2.227029
agnes	15	9	1.749908
agnesnek	1	1	2.704151
agnespagodamrfx	1	1	2.704151
ago	28	24	1.323939
agocs	1	1	2.704151
agocsnak	1	1	2.704151
agodorbol	1	1	2.704151
agoncz	1	1	2.704151
agondol	1	1	2.704151
agonet	3	3	2.227029
agonistes	3	3	2.227029
agonizalt	1	1	2.704151
agora	2	2	2.403121
agosto	5	3	2.227029
agoston	2	1	2.704151
agotamiento	1	1	2.704151
agotar	2	2	2.403121
agote	1	1	2.704151
agr	14	7	1.859052
agrarexport	1	1	2.704151
agraria	1	1	2.704151
agrarian	11	8	1.801061
agrarkamara	1	1	2.704151
agrarminiszterei	1	1	2.704151
agrarollo	1	1	2.704151
agrarpotencialjaval	1	1	2.704151
agrarszakember	1	1	2.704151
agrarszfera	1	1	2.704151
agrartamogatasok	1	1	2.704151
agrartudomanyi	1	1	2.704151
agray	1	1	2.704151
agree	27	18	1.448878
agreed	40	29	1.241753
agreeing	2	2	2.403121
agreement	116	53	0.979875
agreements	40	26	1.289177
agreementsigned	1	1	2.704151
agrees	14	11	1.662758
agregado	4	3	2.227029
agregando	1	1	2.704151
agresecon	1	1	2.704151
agresivo	2	2	2.403121
agressz	2	2	2.403121
agresszionak	1	1	2.704151
agressziv	5	5	2.005181
agresszivit	1	1	2.704151
agri	1	1	2.704151
agric	3	3	2.227029
agricultural	32	21	1.381931
agriculturally	1	1	2.704151
agriculture	27	18	1.448878
agro	1	1	2.704151
agrobank	1	1	2.704151
agrobankrt	1	1	2.704151
agroil	7	2	2.403121
agroilkozotti	1	1	2.704151
agroilnak	1	1	2.704151
agroinvest	1	1	2.704151
agroker	1	1	2.704151
agrolizingrt	1	1	2.704151
agron	3	2	2.403121
agronomy	2	2	2.403121
agroqu	2	2	2.403121
agruments	1	1	2.704151
agrupan	1	1	2.704151
agry	2	2	2.403121
ags	2	2	2.403121
agsci	3	3	2.227029
agshantz	1	1	2.704151
agsm	8	5	2.005181
agt	15	5	2.005181
agua	18	6	1.925999
aguada	3	3	2.227029
aguarabaauep	1	1	2.704151
aguarag	6	5	2.005181
aguas	1	1	2.704151
aguirre	1	1	2.704151
agus	1	1	2.704151
agustin	1	1	2.704151
agv	1	1	2.704151
agy	8	5	2.005181
agya	1	1	2.704151
agyaban	1	1	2.704151
agyabol	1	1	2.704151
agyaf	1	1	2.704151
agyafurt	1	1	2.704151
agyak	4	3	2.227029
agyakat	1	1	2.704151
agyakbanmiert	1	1	2.704151
agyakszamat	1	1	2.704151
agyaltak	1	1	2.704151
agyar	3	3	2.227029
agyat	4	3	2.227029
agyatultetesselliberalizalt	1	1	2.704151
agyed	2	2	2.403121
agyenge	1	1	2.704151
agyerek	1	1	2.704151
agyes	1	1	2.704151
agylagyulas	1	1	2.704151
agymosasok	1	1	2.704151
agynak	1	1	2.704151
agyonhallgatasokkal	1	1	2.704151
agyonhallgatni	1	1	2.704151
agyonhallhatas	1	1	2.704151
agyonlotte	1	1	2.704151
agyonvernek	1	1	2.704151
agysz	1	1	2.704151
agyszam	1	1	2.704151
agyszamcsokkentes	2	2	2.403121
agyszerkezetu	1	1	2.704151
agyukba	2	2	2.403121
ah	5	5	2.005181
aha	1	1	2.704151
ahab	3	1	2.704151
ahaboruzasban	1	1	2.704151
ahabs	1	1	2.704151
ahabsburg	1	1	2.704151
ahadsereget	1	1	2.704151
ahadugyminiszteri	1	1	2.704151
ahagyatekhoz	1	1	2.704151
ahalal	1	1	2.704151
ahalalbuntetes	1	1	2.704151
ahalalbuntetesrol	1	1	2.704151
ahallgatok	1	1	2.704151
ahangoskod	1	1	2.704151
ahany	1	1	2.704151
aharomparti	1	1	2.704151
ahasonl	1	1	2.704151
ahasonlo	1	1	2.704151
ahasonloan	1	1	2.704151
ahatalomert	1	1	2.704151
ahatalyos	1	1	2.704151
ahatarainkon	1	1	2.704151
ahatarozott	1	1	2.704151
ahatemeletes	1	1	2.704151
ahatoldalas	1	1	2.704151
ahatosagi	1	1	2.704151
ahazaban	1	1	2.704151
ahazacskaban	1	1	2.704151
ahazadbol	1	1	2.704151
ahazai	2	2	2.403121
ahazamat	1	1	2.704151
ahazank	1	1	2.704151
ahazavesztes	1	1	2.704151
ahazudozas	1	1	2.704151
ahazugsag	2	1	2.704151
ahcpr	1	1	2.704151
ahe	1	1	2.704151
ahead	10	9	1.749908
ahec	4	4	2.102091
ahehereszes	1	1	2.704151
ahelybeli	1	1	2.704151
ahelybeliek	1	1	2.704151
ahelyett	4	3	2.227029
ahelyhatosagok	1	1	2.704151
ahelytelen	1	1	2.704151
ahelyzet	3	2	2.403121
ahetfoi	1	1	2.704151
ahezbollah	2	2	2.403121
ahh	2	2	2.403121
ahhotep	1	1	2.704151
ahhoz	41	30	1.227029
ahhozszegeny	1	1	2.704151
ahibak	1	1	2.704151
ahimnusz	1	1	2.704151
ahirdetoktol	1	1	2.704151
ahirhez	1	1	2.704151
ahit	1	1	2.704151
ahitattal	1	1	2.704151
ahitelezok	1	1	2.704151
ahitet	1	1	2.704151
ahitnek	1	1	2.704151
ahitott	3	3	2.227029
ahitoznanaknato	1	1	2.704151
ahitozo	1	1	2.704151
ahivatalos	1	1	2.704151
ahk	1	1	2.704151
ahkiyfmklnaj	1	1	2.704151
ahmad	1	1	2.704151
ahnen	1	1	2.704151
aho	1	1	2.704151
ahogy	62	27	1.272787
ahogyan	25	16	1.500031
ahogyana	1	1	2.704151
ahogycamus	1	1	2.704151
ahogykell	1	1	2.704151
ahogykutatointezetek	1	1	2.704151
ahogyvan	1	1	2.704151
ahol	106	37	1.135949
aholsenki	1	1	2.704151
ahonfoglalas	2	2	2.403121
ahonfoglalo	1	1	2.704151
ahonnan	6	5	2.005181
ahonnet	1	1	2.704151
ahontalansagnal	1	1	2.704151
ahonvedelem	1	1	2.704151
ahonvisszafoglalas	1	1	2.704151
ahora	4	4	2.102091
ahorn	2	2	2.403121
ahorro	2	2	2.403121
ahorros	2	2	2.403121
ahosszu	1	1	2.704151
ahov	1	1	2.704151
ahova	5	5	2.005181
ahovaellatogat	1	1	2.704151
ahoynet	5	5	2.005181
ahoz	1	1	2.704151
ahpca	1	1	2.704151
ahs	10	5	2.005181
ahsc	11	2	2.403121
ahttp	1	1	2.704151
ahus	1	1	2.704151
ahuzassal	1	1	2.704151
ahwwbaaaahaaaahdlz	1	1	2.704151
ahythmic	2	2	2.403121
ai	15	9	1.749908
aiaa	2	1	2.704151
aic	1	1	2.704151
aichi	1	1	2.704151
aici	4	4	2.102091
aid	74	47	1.032053
aidat	1	1	2.704151
aide	8	5	2.005181
aided	6	4	2.102091
aides	20	9	1.749908
aidid	1	1	2.704151
aiding	9	3	2.227029
aids	73	23	1.342423
aidspeak	1	1	2.704151
aidt	1	1	2.704151
aifo	1	1	2.704151
aig	4	4	2.102091
aii	2	2	2.403121
aikane	2	1	2.704151
aiken	4	4	2.102091
aikido	5	1	2.704151
aikikai	3	1	2.704151
aikman	1	1	2.704151
ail	2	2	2.403121
ailing	2	1	2.704151
ailment	1	1	2.704151
ailments	4	4	2.102091
aim	28	20	1.403121
aimed	25	21	1.381931
aimetering	4	4	2.102091
aiming	2	2	2.403121
aimnet	5	5	2.005181
aimonson	2	2	2.403121
aimr	1	1	2.704151
aims	11	9	1.749908
ain	1	1	2.704151
aina	1	1	2.704151
ainet	5	5	2.005181
ainknal	1	1	2.704151
ainslie	1	1	2.704151
aip	7	5	2.005181
air	155	47	1.032053
airborne	11	8	1.801061
aircraft	21	13	1.590207
aircrew	1	1	2.704151
airdata	2	2	2.403121
aire	1	1	2.704151
aired	1	1	2.704151
aires	14	6	1.925999
airfare	4	4	2.102091
airfares	1	1	2.704151
airfield	2	1	2.704151
airflow	1	1	2.704151
airforce	1	1	2.704151
airing	1	1	2.704151
airlift	2	2	2.403121
airline	30	6	1.925999
airlines	49	10	1.704151
airliquide	2	2	2.403121
airmass	1	1	2.704151
airmen	1	1	2.704151
airmics	1	1	2.704151
airnet	3	3	2.227029
airpcs	2	2	2.403121
airplane	2	2	2.403121
airplanes	1	1	2.704151
airport	51	8	1.801061
airports	5	3	2.227029
airs	1	1	2.704151
airsar	23	6	1.925999
airshow	5	4	2.102091
airtime	2	2	2.403121
airtouch	9	6	1.925999
airway	1	1	2.704151
airways	10	3	2.227029
ais	13	5	2.005181
aiss	2	2	2.403121
aist	1	1	2.704151
aisys	1	1	2.704151
aisystem	1	1	2.704151
ait	3	3	2.227029
aitec	2	2	2.403121
aith	1	1	2.704151
aitkin	1	1	2.704151
aiva	1	1	2.704151
aix	9	6	1.925999
aixdialin	5	5	2.005181
aizu	3	3	2.227029
aj	2	2	2.403121
ajaj	1	1	2.704151
ajan	1	1	2.704151
ajandek	1	1	2.704151
ajandekat	1	1	2.704151
ajandekba	3	1	2.704151
ajandekcsomag	1	1	2.704151
ajandekoterdelyi	1	1	2.704151
ajandekozasra	1	1	2.704151
ajandekozast	1	1	2.704151
ajandekozna	1	1	2.704151
ajandekozo	1	1	2.704151
ajandekozta	1	1	2.704151
ajandekozzon	1	1	2.704151
ajanl	1	1	2.704151
ajanlas	4	2	2.403121
ajanlasa	2	1	2.704151
ajanlasanak	1	1	2.704151
ajanlasara	1	1	2.704151
ajanlata	1	1	2.704151
ajanlataim	2	1	2.704151
ajanlatokat	1	1	2.704151
ajanlatot	3	3	2.227029
ajanlatotkapott	1	1	2.704151
ajanlatotteszi	1	1	2.704151
ajanlatrol	1	1	2.704151
ajanlattal	1	1	2.704151
ajanlattetelhez	1	1	2.704151
ajanlhatnafol	1	1	2.704151
ajanlhato	1	1	2.704151
ajanlja	1	1	2.704151
ajanljon	1	1	2.704151
ajanlolevelet	1	1	2.704151
ajanlom	1	1	2.704151
ajanlott	8	8	1.801061
ajanlottak	2	2	2.403121
ajanlottam	1	1	2.704151
ajavaslatuknak	1	1	2.704151
ajavulast	1	1	2.704151
ajeghegy	1	1	2.704151
ajelek	1	1	2.704151
ajelenlegi	5	5	2.005181
ajelensegekhez	1	1	2.704151
ajelentes	1	1	2.704151
ajelzojet	1	1	2.704151
ajith	1	1	2.704151
ajkukat	1	1	2.704151
ajkukkal	1	1	2.704151
ajobbkozep	1	1	2.704151
ajobboldali	1	1	2.704151
ajobboldalon	1	1	2.704151
ajofiu	1	1	2.704151
ajogaiert	1	1	2.704151
ajogallamisag	1	1	2.704151
ajotekony	1	1	2.704151
ajovo	3	3	2.227029
ajovoben	2	2	2.403121
ajtajat	1	1	2.704151
ajtatossagot	1	1	2.704151
ajto	1	1	2.704151
ajtoban	1	1	2.704151
ajtok	1	1	2.704151
ajtot	1	1	2.704151
ajukosz	1	1	2.704151
ajukoszt	1	1	2.704151
ajustan	1	1	2.704151
ajuste	4	4	2.102091
ajustes	3	2	2.403121
ak	37	9	1.749908
akabatom	1	1	2.704151
akabinet	2	2	2.403121
akac	1	1	2.704151
akad	8	4	2.102091
akadalya	4	4	2.102091
akadalyok	1	1	2.704151
akadalyokat	2	2	2.403121
akadalyon	1	1	2.704151
akadalyozasa	1	1	2.704151
akadalyozhatja	1	1	2.704151
akadalyozni	3	3	2.227029
akadalyozva	1	1	2.704151
akadalyozza	4	2	2.403121
akadalyozzak	3	3	2.227029
akadalyozzuk	1	1	2.704151
akadalyt	2	2	2.403121
akadalytalanul	1	1	2.704151
akadar	2	2	2.403121
akademia	4	3	2.227029
akademiai	7	4	2.102091
akademiakon	1	1	2.704151
akademiaval	1	1	2.704151
akademikus	2	2	2.403121
akademikussal	1	1	2.704151
akadna	1	1	2.704151
akadnak	2	2	2.403121
akadnakmajd	1	1	2.704151
akadozik	1	1	2.704151
akadt	5	5	2.005181
akaffka	1	1	2.704151
akaka	12	12	1.624969
akalandorsag	1	1	2.704151
akamatrabszolgasag	1	1	2.704151
akapcsolataink	1	1	2.704151
akapott	1	1	2.704151
akaptarba	1	1	2.704151
akapukat	1	1	2.704151
akar	92	36	1.147848
akara	1	1	2.704151
akarat	4	4	2.102091
akaratat	1	1	2.704151
akaratlanul	2	2	2.403121
akaratnak	1	1	2.704151
akaratnyilv	1	1	2.704151
akaratot	1	1	2.704151
akarattal	1	1	2.704151
akaratuk	1	1	2.704151
akaratunk	1	1	2.704151
akaraz	1	1	2.704151
akarcsak	4	3	2.227029
akaregy	1	1	2.704151
akarhanydollarral	1	1	2.704151
akarhat	1	1	2.704151
akarhol	1	1	2.704151
akarj	3	1	2.704151
akarja	39	22	1.361728
akarjak	20	13	1.590207
akarjakalkalmazni	1	1	2.704151
akarjakkeresztulhajszolni	1	1	2.704151
akarjavallalni	1	1	2.704151
akarjon	1	1	2.704151
akarjuk	4	4	2.102091
akarjuklenditeni	1	1	2.704151
akarki	1	1	2.704151
akarkivel	1	1	2.704151
akarkommunistak	1	1	2.704151
akarmekkora	1	1	2.704151
akarmelyik	1	1	2.704151
akarmi	1	1	2.704151
akarmifele	1	1	2.704151
akarmilyen	2	2	2.403121
akarmire	1	1	2.704151
akarmit	3	3	2.227029
akarna	4	3	2.227029
akarnak	25	19	1.425397
akarnia	1	1	2.704151
akaro	9	8	1.801061
akarodzik	2	2	2.403121
akarodzott	1	1	2.704151
akarok	8	5	2.005181
akarom	10	9	1.749908
akarosszeutkozesbe	1	1	2.704151
akarpat	1	1	2.704151
akarpotlas	1	1	2.704151
akart	6	6	1.925999
akarta	10	8	1.801061
akartak	10	8	1.801061
akartam	5	3	2.227029
akartartalmi	1	1	2.704151
akarteriteskent	1	1	2.704151
akartprodukalni	1	1	2.704151
akartuk	1	1	2.704151
akarunk	13	11	1.662758
akarunkegy	1	1	2.704151
akarunkonrendelkezesi	1	1	2.704151
akarva	2	2	2.403121
akarvisszaallitani	1	1	2.704151
akaszt	1	1	2.704151
akasztani	1	1	2.704151
akasztatta	1	1	2.704151
akasztofa	1	1	2.704151
akasztofan	1	1	2.704151
akasztofat	1	1	2.704151
akasztofavales	1	1	2.704151
akasztoi	1	1	2.704151
akasztott	1	1	2.704151
akasztottak	1	1	2.704151
akasztunk	1	1	2.704151
akatolikus	1	1	2.704151
akatt	1	1	2.704151
akci	2	1	2.704151
akcio	8	7	1.859052
akcioban	2	2	2.403121
akciohoz	1	1	2.704151
akcioikat	1	1	2.704151
akcioja	2	2	2.403121
akciojat	1	1	2.704151
akciojatom	1	1	2.704151
akciojukhoz	2	1	2.704151
akciok	7	5	2.005181
akciokat	5	4	2.102091
akciokatlebonyolitani	1	1	2.704151
akciokban	3	2	2.403121
akcioknal	1	1	2.704151
akciokra	1	1	2.704151
akciomeghirdetese	1	1	2.704151
akcionak	1	1	2.704151
akciorakeri	1	1	2.704151
akciorol	1	1	2.704151
akciot	7	7	1.859052
akciotkivanunk	1	1	2.704151
akciozasa	1	1	2.704151
akdnp	3	3	2.227029
akedelyeket	1	1	2.704151
akedvezo	1	1	2.704151
akekeke	1	1	2.704151
akelet	2	1	2.704151
akeleti	1	1	2.704151
akelletenel	1	1	2.704151
akemeny	1	1	2.704151
akepviselo	2	2	2.403121
akepviselok	1	1	2.704151
akerdesben	1	1	2.704151
akerdeskorre	1	1	2.704151
akerdesre	1	1	2.704151
akerdezettek	1	1	2.704151
akereskedelmet	1	1	2.704151
akereszteny	1	1	2.704151
akeresztenydemokratak	1	1	2.704151
akeresztenyseg	1	1	2.704151
akereteket	1	1	2.704151
akerley	1	1	2.704151
akesobb	1	1	2.704151
akesobbiekben	1	1	2.704151
akeszenleti	1	1	2.704151
aket	2	2	2.403121
aketsegbeeses	1	1	2.704151
aketsegbeeso	1	1	2.704151
akezdemenyezessel	1	1	2.704151
akezdemenyezest	1	1	2.704151
akezdemenyezo	1	1	2.704151
akezemben	1	1	2.704151
akgbaaabaaaadaaaaamaadadaaaacwapdgaaaaacaf	1	1	2.704151
akgnaqwaawaoaaaazackab	1	1	2.704151
aki	284	43	1.070682
akiado	1	1	2.704151
akiadvanyokhoz	1	1	2.704151
akiaz	1	1	2.704151
akiegyedul	1	1	2.704151
akiegyezes	1	1	2.704151
akielegitesere	1	1	2.704151
akielmondta	1	1	2.704151
akierzekelte	1	1	2.704151
akifejezesszabadsagot	1	1	2.704151
akigunyt	1	1	2.704151
akigyermekszules	1	1	2.704151
akihamarosan	1	1	2.704151
akihez	1	1	2.704151
akik	213	41	1.091367
akikaz	1	1	2.704151
akikert	3	2	2.403121
akiket	17	13	1.590207
akiketmegtevesztett	1	1	2.704151
akikevekig	1	1	2.704151
akikifogasolta	1	1	2.704151
akikkal	1	1	2.704151
akikkel	2	2	2.403121
akikkozoltek	1	1	2.704151
akikmagyarorsz	1	1	2.704151
akiknek	22	14	1.558022
akiknekkizarolagos	1	1	2.704151
akikonradnak	1	1	2.704151
akikpolitikai	1	1	2.704151
akikrajuk	1	1	2.704151
akikrol	2	2	2.403121
akikrossz	1	1	2.704151
akikugy	1	1	2.704151
akikugyanazt	1	1	2.704151
akikvoltunk	1	1	2.704151
akilatastalan	1	1	2.704151
akimasa	1	1	2.704151
akimedgyessy	1	1	2.704151
akimost	1	1	2.704151
akimutatas	1	1	2.704151
akin	3	3	2.227029
akinai	1	1	2.704151
akinek	28	22	1.361728
akinekidegallapota	1	1	2.704151
akinekmegbizatasa	1	1	2.704151
akinel	1	1	2.704151
akinem	1	1	2.704151
aking	1	1	2.704151
akio	1	1	2.704151
akipedig	1	1	2.704151
akiralyhagomelleki	1	1	2.704151
akire	1	1	2.704151
akirol	2	2	2.403121
akis	2	1	2.704151
akisantant	2	2	2.403121
akisebbseggel	1	1	2.704151
