Token	Repeticiones	#Documentos
mapper	2	1
conducted	31	25
washita	2	1
oklahoma	3	2
thermal	4	4
electronically	2	2
steered	2	2
thinned	1	1
array	8	7
usda	2	2
laser	11	8
europe	92	41
sites	34	17
slapton	1	1
efeda	1	1
shuttle	34	13
flights	14	5
october	75	47
included	43	33
alcona	1	1
zwalm	1	1
montespertoli	1	1
available	173	79
developers	6	6
planned	25	22
assets	38	12
imagery	25	7
digital	24	16
elevation	11	4
analysis	954	125
corresponding	4	4
decrease	15	11
map	17	12
effectively	28	16
numerical	13	7
simulations	41	14
technique	31	22
verification	22	8
polarized	2	2
provides	126	57
firn	1	1
accumulation	1	1
glacier	6	2
tool	81	25
supply	34	28
amount	102	36
traditionally	7	6
hundred	8	8
courses	11	9
western	128	65
extrapolate	2	1
widely	21	18
dispersed	2	2
remains	20	15
estimates	6	6
detection	8	4
derive	4	3
maximum	40	24
out	269	127
geographic	5	5
usage	16	14
bases	24	16
sense	47	31
collect	26	16
globally	2	2
therefore	22	17
projected	14	12
200	64	33
advantageous	4	4
true	38	31
detail	14	12
offered	33	29
does	175	70
seem	10	8
really	35	24
except	38	27
less	99	52
observation	60	39
valuation	2	2
diurnal	2	1
decreasing	4	4
rising	10	9
slightly	13	10
certainly	12	8
certain	134	65
physically	14	13
predawn	1	1
late	41	36
afternoon	5	5
shorter	7	6
wavelengths	2	2
utilizing	22	12
coverage	83	30
greatest	21	17
sacrifice	1	1
plateau	4	4
selected	48	28
international	366	109
beyond	35	30
indicating	15	13
indeed	8	7
multiparameter	3	1
bring	62	35
closer	7	6
quantities	4	4
recognized	14	11
logical	11	8
steps	29	24
communities	21	18
doubtful	1	1
quantified	1	1
conclusion	18	15
ultimate	25	22
recognizing	8	6
happen	18	16
nasa	12	10
vehicle	58	24
launch	52	10
below	34	18
outline	13	13
consider	28	21
combine	11	11
campaigns	19	13
analyze	11	11
empirically	1	1
0	123	12
type	58	34
do	237	115
twenty	8	8
vigorous	2	2
extend	12	12
refine	1	1
emphasis	60	43
coordinated	5	4
involving	42	28
terrain	4	4
examine	7	7
evaluate	14	13
severity	4	4
exist	14	13
modeled	4	3
precision	5	4
performances	4	4
modelers	1	1
professional	80	51
relations	138	60
sacramento	5	5
san	63	36
diego	10	8
media	286	76
training	67	36
way	137	72
your	273	79
executives	10	8
sound	33	24
comfortable	6	5
reporters	23	11
aggressive	6	5
working	115	70
acclaimed	2	2
emmy	1	1
tv	77	31
investigative	10	7
political	519	102
press	180	56
want	86	52
give	108	60
bad	22	15
flat	6	4
orange	19	9
developer	2	2
kathryn	1	1
thompson	5	5
helped	15	11
appearances	3	3
king	71	24
led	49	37
invitations	4	4
white	97	45
group	149	72
500	39	25
leaders	59	43
teachers	25	13
reason	55	33
why	95	56
voucher	2	2
initiative	14	12
trained	10	9
discipline	25	14
volatile	2	2
trainees	1	1
spoke	8	7
radio	93	40
passion	7	7
biggest	17	14
up	285	125
huge	15	14
margin	3	3
victory	22	15
election	70	28
athletes	2	2
spokesmen	1	1
los	537	51
angeles	9	9
dodger	1	1
don	27	10
actor	7	2
dennis	1	1
quarterback	1	1
steve	8	7
beuerlein	1	1
baseball	2	2
player	3	3
jay	5	5
roots	31	27
agency	88	35
nelson	14	8
meet	68	47
past	95	61
vision	36	26
turned	14	11
degrade	4	3
destroy	5	4
kinship	3	3
living	97	41
alienate	1	1
ourselves	9	7
habits	17	10
canadians	2	1
sit	6	6
down	71	43
turkey	38	13
feast	2	1
holiday	19	10
think	40	21
life	294	95
bird	7	2
got	19	12
story	81	34
slaughter	3	1
buffalo	2	2
removed	15	10
associate	7	6
turkeys	18	1
pheasants	1	1
wild	10	7
indigenous	8	7
united	325	104
domesticated	1	1
region	58	28
years	255	103
conquistadors	2	1
landed	4	3
15th	8	7
thought	64	37
european	148	56
eat	6	4
he	727	109
invited	20	14
1493	1	1
returned	17	14
took	61	47
birds	12	2
meat	5	2
soon	27	23
eventually	15	14
england	40	20
merchants	4	4
trading	35	16
eastern	66	39
mediterranean	4	4
turkish	15	9
staple	1	1
english	57	34
christmas	6	4
dinners	1	1
virginia	20	10
colonists	4	2
crossed	1	1
ocean	14	10
early	128	69
17th	10	6
tradition	31	23
benjamin	8	8
franklin	18	9
instead	35	23
eagle	1	1
native	46	19
ten	36	25
million	124	43
freely	13	12
roamed	1	1
forests	9	6
lived	19	15
diet	12	6
grains	2	1
flew	15	8
mostly	15	13
roost	2	1
walked	3	3
fastest	4	4
often	96	55
reaching	18	14
speeds	3	3
habitat	5	4
factory	9	6
farming	4	3
genetic	13	7
hundreds	23	21
live	37	26
brutal	3	3
vastly	7	7
applies	21	18
philosophy	131	31
animal	23	14
insider	10	5
butterball	1	1
completely	15	12
gone	5	4
pecking	1	1
spend	14	12
entire	40	31
lives	39	32
windowless	1	1
wood	6	6
shavings	1	1
never	56	37
feet	19	9
per	123	37
lighting	10	7
reduce	41	34
aggression	4	4
foot	21	10
ulcerations	1	1
cause	53	27
lameness	3	2
constantly	8	8
standing	12	12
dirty	4	3
ammonia	3	2
irritating	1	1
gases	3	3
filth	1	1
resulting	44	37
respiratory	4	4
fowl	1	1
avian	1	1
eurella	1	1
diseases	11	7
responsible	67	41
half	31	22
chicken	3	2
broiler	1	1
involves	22	17
slicing	1	1
off	59	42
beak	1	1
blade	5	2
around	95	61
minimize	7	5
injury	76	10
peck	1	1
pain	16	14
procedure	39	20
prolonged	2	2
possibly	11	8
far	53	39
innovation	4	4
occurred	25	24
1950s	1	1
producers	4	4
started	29	18
genetically	4	2
altering	5	4
selectively	1	1
breeding	4	4
breast	15	7
raises	4	3
dr	9	7
roy	5	5
authority	88	37
gene	5	4
pool	7	6
catastrophe	4	4
disease	43	19
wipe	2	2
altered	7	6
rapid	17	14
growth	122	53
gain	23	18
trouble	10	8
supporting	35	27
infections	5	3
leg	11	7
hip	6	3
changed	32	21
reproduce	4	4
artificial	10	10
insemination	1	1
sole	22	8
method	62	43
reproduction	3	3
raised	25	20
stud	1	1
farm	23	15
concept	106	49
males	4	4
females	3	3
semen	3	1
milked	1	1
male	21	16
injected	4	2
milk	16	6
worker	93	21
catches	1	1
tom	33	17
puts	4	4
him	98	52
his	1174	159
neck	2	2
chest	2	2
places	15	14
legs	6	4
padded	2	2
clamps	2	2
exposes	3	3
squeezes	1	1
vent	2	2
until	82	41
opens	3	3
oozes	1	1
sucks	1	1
drops	3	3
glass	12	6
tube	5	4
fills	2	2
syringe	1	1
hen	2	1
holding	27	24
tail	2	2
expose	6	6
inseminator	1	1
inserts	3	2
injects	1	1
shot	19	9
blows	2	2
stressful	2	2
situation	49	37
weekly	19	12
mating	3	1
forms	80	57
territory	8	6
approximately	38	23
hens	2	1
finds	14	9
secluded	1	1
spot	15	6
brood	1	1
hatch	1	1
weeks	26	21
young	69	34
fly	6	6
mothers	11	8
stay	29	17
bonded	1	1
baby	4	4
hours	41	27
squeezed	4	4
toes	1	1
vaccinated	1	1
feed	11	6
additives	3	2
fats	2	2
oils	25	6
come	45	36
slaughterhouse	2	2
floor	24	12
leftovers	1	1
fda	3	2
traced	4	4
pcb	1	1
residues	5	1
waste	102	21
scum	1	1
hormones	3	2
reached	35	26
grabbed	1	1
carried	22	17
jammed	1	1
crates	1	1
transported	5	3
suffer	8	8
injuries	39	11
die	52	13
already	52	38
suffering	27	22
hung	3	3
stunned	2	2
shocks	4	3
body	71	48
parts	49	27
wings	2	2
touch	10	8
stunners	1	1
inducing	2	2
cardiac	8	3
throats	1	1
cut	45	14
scalding	1	1
tank	8	2
loosens	1	1
feathers	1	1
independent	84	54
poultry	7	3
consciousness	20	14
knifed	1	1
probably	23	20
voltage	1	1
stunning	3	3
regulations	35	21
produced	31	28
slaughtered	2	1
manner	33	26
consumption	17	12
agriculture	16	14
297	7	4
killed	34	17
just	103	66
sake	2	2
hard	35	24
imagine	5	3
kinds	7	7
healthier	1	1
alternative	66	43
exactly	16	14
intense	13	11
roasted	1	1
72mg	1	1
cholesterol	4	4
fat	3	3
cuts	15	11
dogs	3	3
labeled	3	3
nutritional	15	6
calories	12	3
guidelines	21	20
advise	6	6
get	103	53
excellent	13	12
environment	78	44
campylobacter	1	1
harmful	5	5
bacteria	7	6
passed	33	26
chemicals	9	5
drugs	43	14
food	88	40
animals	14	7
let	24	22
alone	10	10
medicated	2	2
detecting	1	1
illegal	46	22
dibutyltin	1	1
carcinogenic	3	3
blackhead	1	1
antibiotics	1	1
dimetridazole	1	1
ipronidazole	1	1
treat	15	8
cancer	33	14
mason	4	3
peter	108	44
injections	2	1
flavourings	1	1
phosphates	1	1
taste	5	5
texture	3	3
bc	5	3
claimed	21	17
stores	4	3
poison	3	3
irresponsible	1	1
effort	33	26
did	101	53
lot	16	15
rightly	1	1
provoked	4	3
lost	33	23
kind	43	28
urban	52	32
terrorism	10	6
condoned	1	1
irony	7	6
knowing	17	14
detachment	2	2
symptom	1	1
planet	13	9
roam	1	1
converted	26	21
months	68	37
ready	23	20
profound	11	10
collective	33	20
reduced	30	21
hall	46	13
freelance	2	2
writer	15	12
regular	32	20
volunteer	9	7
earthsave	5	3
info	12	8
call	83	55
factories	5	4
singer	3	2
tomato	1	1
vince	2	2
author	41	27
plight	10	10
karen	6	4
wizards	1	1
built	31	22
toronto	3	2
voice	40	18
pages	17	15
herein	4	4
freedom	124	51
graphic	19	16
tag	68	20
challenges	17	12
facing	26	22
economic	496	86
publishers	5	3
advertising	36	12
fluctuating	6	5
newsprint	1	1
complain	1	1
crippled	1	1
informal	12	8
advertisements	12	10
institutions	35	28
refusal	14	12
accept	30	26
promotional	17	8
warnings	6	5
businesses	37	14
repercussions	1	1
placing	13	11
simultaneously	8	6
advantage	35	28
modernization	8	8
operating	57	29
shoestring	1	1
budgets	2	2
skeleton	1	1
newspapers	16	10
magazines	1	1
lay	12	11
publications	20	13
equipped	7	7
outdated	4	4
desktop	3	3
publishing	16	10
amharic	1	1
printers	1	1
prepare	13	11
staffs	1	1
sophisticated	23	14
publishes	8	8
products	51	28
editorial	9	8
reflect	22	17
decline	31	18
instruction	27	12
educational	155	52
negligible	2	2
skills	50	19
accused	60	29
treading	1	1
carefully	10	9
criticizing	8	7
covering	13	11
bulk	9	6
criticism	36	20
directed	22	19
squarely	1	1
regarded	16	15
opposition	75	41
papers	120	113
justification	14	14
journalists	124	22
partisans	1	1
emperor	1	1
haile	2	2
ethnic	61	37
insurgent	1	1
justify	8	6
intolerance	5	5
expression	22	19
opposing	14	12
targeting	4	4
segment	9	9
digest	20	17
translations	6	5
articles	48	31
carved	1	1
niche	5	3
offering	28	23
reporting	33	18
corruption	26	13
publish	8	6
editions	1	1
widthto	4	4
owens	1	1
kevin	4	4
piatkowsky	1	1
integrator	1	1
special	143	73
fanuc	8	4
pressure	70	29
jets	2	2
varying	8	8
psi	1	1
width	6	3
distilled	1	1
run	39	35
filters	2	2
micron	1	1
filter	15	9
particles	1	1
metal	8	7
tubing	1	1
length	17	9
nozzle	1	1
materials	48	29
headliner	2	2
plastic	6	6
abrasive	1	1
named	27	19
garnet	1	1
sheet	9	6
rpt	2	1
workcells	4	3
inches	5	3
aluminium	1	1
soft	7	5
causes	52	32
cooling	8	5
recycled	1	1
drained	1	1
straight	6	4
pelt	6	2
millimetres	3	1
figure	34	19
54	153	15
angle	10	5
additional	61	37
specifications	5	2
line	68	46
radius	4	3
corner	6	5
maintained	20	13
upper	28	23
widest	1	1
specified	11	11
lengths	2	2
widths	1	1
bottom	14	13
specific	226	137
maintain	37	32
specification	3	2
height	9	7
whole	46	31
angles	7	5
dimensions	7	5
workcell	11	5
consists	16	13
s500	2	1
s3	3	2
tp	10	4
unloaded	1	1
manual	16	12
solve	9	9
hand	23	20
patience	3	3
programmer	21	21
fine	18	13
tune	3	3
taught	26	11
eye	17	15
calculated	10	9
mathematics	17	8
extremely	16	16
repeatable	4	2
distortion	2	2
envelope	8	8
geometric	2	2
structure	95	54
demanding	9	8
defect	7	6
final	73	43
programming	43	14
offline	26	5
chose	5	5
simulation	59	9
software	89	21
package	17	11
workspace	45	8
perform	30	24
factors	112	54
robotrak	19	3
calibration	21	6
close	59	37
integration	27	20
offset	10	10
quick	15	14
postprocessing	1	1
enabled	3	3
hardware	9	7
pcs	20	5
present	163	90
enables	15	12
engineers	7	7
modifications	3	3
shopfloor	1	1
clustered	1	1
base	44	21
units	19	15
anywhere	11	11
modelled	2	2
cad	14	3
closed	25	16
polylines	2	2
arcs	2	1
geometry	36	3
polyline	7	2
meeting	86	38
teachpoints	24	2
stored	12	8
moved	17	11
start	48	42
interpolation	1	1
automatically	27	17
distance	14	8
defining	16	15
path	46	9
ensures	4	4
follows	7	7
copied	8	8
copies	16	12
moves	22	16
redefined	2	2
loaded	5	3
library	33	15
unachievable	1	1
displayed	10	7
shows	49	35
programme	22	6
menus	4	2
movements	40	27
motion	45	20
termination	12	7
hit	16	9
limit	49	24
wrist	6	4
moving	22	21
inserted	1	1
enable	16	12
text	52	31
editor	15	8
inspect	5	4
comment	17	15
add	38	21
commands	27	11
turning	7	7
jet	26	16
stage	20	11
calibrate	3	2
fitting	1	1
screwed	1	1
cords	5	3
50	233	40
positions	31	28
orientations	3	2
xyz	3	2
reading	126	18
paused	1	1
teachpoint	15	2
file	89	35
instigate	1	1
search	56	30
minute	9	8
joint	99	38
misalignment	1	1
signature	13	7
fittings	2	1
thereby	17	14
find	77	56
orientation	14	12
disconnected	2	2
pointer	3	2
touched	3	3
comparing	11	11
pelts	1	1
update	11	10
position	185	84
downloaded	5	5
send	39	27
converts	3	2
merges	4	3
compiles	2	2
binary	5	2
complete	58	45
plus	23	15
programmes	16	7
tooling	2	2
calibrated	3	3
proved	9	9
consistently	6	6
manually	4	2
ran	9	7
registered	30	24
trademarks	10	10
revision	31	31
quote	4	2
lowest	4	4
read	35	25
web	116	62
committed	37	16
delivering	7	7
company	128	56
robotic	68	12
money	126	60
mouth	1	1
prices	34	21
www	10	6
url	3	3
rapids	2	1
mother	27	17
sorrows	1	1
james	57	30
flickinger	1	1
michigan	12	11
nw	2	2
49504	2	1
wednesday	2	2
parish	3	3
bridge	10	7
valley	12	11
dan	24	17
blumberg	4	2
ronald	9	5
greely	1	1
wall	16	12
nick	8	5
lancaster	13	5
haim	1	1
tsoar	1	1
iversen	1	1
bruce	9	8
keld	1	1
rasmussen	1	1
tony	4	4
dobrovolskis	1	1
composite	9	6
death	194	61
stovepipe	1	1
wells	2	2
dune	3	1
pointing	16	12
color	21	15
wash	5	4
golden	11	10
micrometeorology	1	1
tower	1	1
deployed	6	6
mission	46	25
gower	1	1
gulch	1	1
canyon	1	1
focuses	40	31
windblown	3	2
sand	3	2
dust	3	2
aerodynamic	1	1
threshold	3	3
windspeed	1	1
boundary	5	4
crisis	92	41
article	57	42
peggy	4	1
pacificare	8	1
member	65	44
appeared	19	16
chino	1	1
pay	117	46
bone	4	3
marrow	1	1
transplant	3	2
picked	6	4
sam	10	6
planning	60	31
interview	35	23
maley	2	1
president	280	73
corporate	64	30
manager	61	18
noon	1	1
giving	46	38
spokespersons	1	1
supported	61	22
counsel	15	8
gather	5	5
team	33	19
official	51	39
statement	56	34
answer	20	16
identify	21	19
spokespeople	1	1
audiences	3	3
possibility	17	15
chief	73	39
executive	78	36
officer	25	16
briefed	1	1
q	1	1
donaldson	2	1
interviewed	4	4
preparation	14	10
reasoned	1	1
answers	16	15
senior	44	26
companies	86	44
settled	6	5
advised	5	4
letter	28	19
advising	4	4
documents	42	28
reflexology	6	2
kinesthetics	1	1
teachings	8	8
yvette	5	3
eastman	7	3
3186	1	1
bedwell	1	1
bay	34	22
v3h	1	1
vancouver	14	10
newest	3	3
exquisite	2	2
learning	108	24
experience	83	52
certificate	18	10
seminars	4	4
unusual	9	8
aid	52	38
recalling	2	2
vast	23	15
reserved	25	24
shared	20	17
village	18	13
la	885	64
corporation	99	45
surgical	32	8
obesity	7	3
please	37	24
me	51	22
telephone	44	29
fax	15	12
postal	2	2
yes	18	2
friend	20	16
family	126	53
answering	7	6
learn	25	20
learned	12	12
align	15	6
helpful	15	12
else	11	9
considering	28	20
age	144	44
always	45	31
anyone	56	28
struggling	5	5
father	28	16
deceased	12	5
brother	3	3
sister	7	6
grandmother	7	2
grandfather	6	1
tried	21	18
jenny	2	1
centers	22	14
pills	1	1
shots	5	4
acupuncture	6	6
hypnosis	1	1
jaw	1	1
teeth	4	4
wiring	2	2
supervised	7	5
optifast	1	1
submit	28	21
reset	2	1
republics	10	4
david	63	33
know	57	30
heavily	11	10
qualified	20	9
everywhere	2	2
sought	12	11
influence	143	66
hazards	7	7
war	342	69
organized	38	22
institution	19	17
1995	179	53
repeated	16	12
ominous	1	1
reminders	1	1
politically	6	6
rely	14	13
vladislav	2	1
popular	62	38
personality	19	16
murdered	13	8
hallway	3	2
apartment	12	8
building	80	41
contract	38	24
natalya	4	2
correspondent	14	8
german	70	35
dead	18	10
soldier	11	5
clearing	3	3
russian	243	55
checkpoint	7	3
indications	3	2
authorities	40	22
making	95	62
serious	25	16
threatened	18	15
commercial	84	43
interests	49	34
grew	9	7
steadily	5	5
financially	4	3
editorially	1	1
license	30	11
unflinching	1	1
chechen	48	17
opened	20	12
ntv	29	15
satire	9	5
depicted	16	11
mendicant	1	1
beholden	1	1
sponsors	3	3
wealthy	2	2
benefactors	1	1
rash	2	2
murders	13	8
ended	15	13
killing	22	13
november	60	36
mohyedin	1	1
head	54	36
persian	8	4
service	176	73
dushanbe	1	1
censors	1	1
eliminated	3	3
screened	2	2
anything	15	12
interpreted	8	7
caucasus	4	4
frequently	33	25
publication	15	11
censored	3	3
monitored	4	4
satirical	7	6
print	26	15
arrested	19	13
sentenced	18	10
jail	19	15
geidar	1	1
aliyev	1	1
caricatures	1	1
face	34	28
exposed	6	6
appear	23	22
blank	2	2
spaces	3	3
deprived	1	1
printing	5	5
proceedings	11	8
connection	30	17
alleged	17	13
ion	19	15
iliescu	26	14
recruited	2	2
kgb	12	8
agent	36	19
humor	4	4
magazine	17	13
halted	1	1
secret	26	22
police	138	31
caricature	1	1
sali	3	3
croatian	6	3
serb	28	10
outlets	4	4
bureaucratic	7	7
fire	35	21
deliberate	3	3
captured	8	7
hostages	6	5
bosnian	42	16
coordinator	9	6
moscow	45	20
written	73	41
russia	120	39
fluent	3	1
spring	8	8
alfred	18	12
researched	5	4
wrote	17	14
previously	18	15
worked	35	23
journalism	12	8
bosnia	21	14
croatia	7	7
funded	17	14
grant	23	15
catherine	6	5
macarthur	6	4
cooperation	15	12
syndicate	2	1
attacks	14	9
site	81	42
edition	7	7
graves	20	5
behind	38	33
christian	45	28
reporter	32	13
chronicle	4	4
serbs	23	12
investigating	8	7
executions	3	2
charged	39	24
illegally	5	5
falsifying	1	1
rohde	2	2
convicted	21	13
crimes	77	29
retaliation	8	6
pardoned	2	2
kati	5	4
met	50	33
serbian	17	11
slobodan	5	5
milosevic	6	4
peace	65	34
talks	23	14
secure	35	14
opc	1	1
overseas	15	11
amended	5	3
reprinted	33	32
everything	19	9
soldiers	9	5
normally	10	5
nearby	10	7
military	187	66
barracks	1	1
request	34	21
accreditation	5	2
insisted	6	5
ride	6	4
knew	15	8
circled	1	1
car	74	27
passenger	5	4
side	40	31
shut	5	5
door	4	4
waved	5	3
intention	6	6
stopping	4	3
unlaminated	1	1
cardboard	2	2
card	28	10
expiration	2	2
filled	4	4
ball	4	3
hidden	12	9
doctored	1	1
tribunal	5	5
srebrenica	5	2
zepa	1	1
fell	17	10
intelligence	37	17
source	55	30
tampering	5	3
destroying	3	3
friends	13	10
allowed	47	33
enter	41	20
visited	18	13
aerial	4	4
decomposed	1	1
diploma	4	4
photos	7	3
muslim	9	6
nine	17	12
credible	3	3
survivors	22	6
described	52	35
execution	11	6
thousands	19	16
prisoners	17	9
trip	17	12
exact	11	10
locations	10	9
spy	9	6
planes	3	3
landmarks	1	1
dams	1	1
railroad	60	12
sahanici	1	1
layout	3	3
surroundings	4	3
fresh	16	8
digging	3	2
jackets	1	1
bullet	3	3
holes	2	2
woods	15	11
battle	28	20
id	17	14
canes	1	1
pile	2	2
reeked	1	1
rotting	1	1
officials	53	35
nova	1	1
kasabs	1	1
600	28	17
larger	22	20
800	10	10
hid	5	4
ids	3	2
headed	13	11
earthen	2	1
fruitlessly	1	1
searched	1	1
east	140	44
dam	5	4
saw	18	12
man	136	55
walking	6	6
decided	29	22
check	26	22
gravel	2	1
description	39	35
massacre	4	4
pulled	4	4
femurs	1	1
lying	6	5
objects	18	8
stepped	4	4
photo	8	7
heard	18	11
rifle	3	3
realized	3	3
guarding	1	1
interrogation	5	4
station	33	17
convinced	10	4
nato	145	34
pictures	10	7
blow	1	1
marks	4	4
dangerous	29	17
quickly	20	18
ones	11	10
angered	2	2
crucial	11	9
countering	1	1
espionage	9	7
bought	6	6
penetrate	2	2
deeply	6	4
looking	63	43
cia	21	10
allowing	29	23
publicly	8	6
installations	2	2
saved	7	5
going	66	34
traveled	6	5
regret	2	2
fully	33	28
translator	4	2
unfair	7	7
competitive	40	19
waited	1	1
british	92	37
french	76	31
accompany	5	5
sarajevo	4	3
empty	3	3
eager	3	3
began	33	26
followed	22	18
pattern	22	8
worth	19	14
impunity	3	3
prosecute	7	5
camp	19	9
sentences	10	7
writing	66	37
crime	159	30
armed	19	17
forces	67	43
corrupt	10	7
least	76	40
deliberately	7	6
six	51	36
hallmarks	1	1
category	19	15
murder	37	17
leads	13	10
unsettling	2	2
killings	4	4
attitude	40	31
perpetrators	4	3
investigation	72	47
considerable	14	12
fades	1	1
amid	6	6
hampered	3	2
interference	6	6
controlled	25	17
extortion	3	3
300	31	24
mob	2	2
bosses	3	2
150	41	20
organizations	68	41
ties	15	12
prevalence	5	5
yevgenia	1	1
book	254	125
deals	30	21
shod	1	1
fight	15	13
wherever	2	2
dmitry	2	2
entered	13	9
offices	37	32
kazan	1	1
vadim	3	2
moments	3	3
room	37	24
kholodov	6	1
leaving	18	15
mortally	1	1
shattered	2	2
force	58	38
